,age,Years_Enrolled,Qualification,family,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
516,58,9,1,0,30630.0,0,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0
517,36,9,2,0,73454.0,0,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0
518,32,10,1,0,42691.0,1,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
519,70,11,1,0,70503.0,0,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0
520,36,11,1,1,25545.0,1,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1
521,37,11,1,1,32880.0,0,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
522,65,10,2,0,77863.0,1,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
523,46,9,2,0,50353.0,0,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0
524,59,11,1,0,61839.0,1,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0
525,63,10,2,1,49154.0,0,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0
526,48,10,1,0,47682.0,0,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
527,54,10,1,0,72679.0,0,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
528,46,9,2,1,57954.0,0,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0
529,61,10,1,1,65316.0,0,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
530,41,10,1,0,28567.0,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
531,72,10,2,1,47352.0,0,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
532,56,9,1,1,44931.0,1,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0
533,56,9,1,0,76982.0,1,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1
534,71,10,1,1,57247.0,0,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
535,42,10,2,0,22944.0,0,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
536,46,10,1,1,25315.0,1,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0
537,54,11,1,0,43638.0,1,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
538,39,11,2,0,42710.0,1,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
539,41,10,2,0,84169.0,1,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1
540,47,10,1,1,54058.0,0,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0
541,33,9,1,1,24683.0,0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0
542,59,9,1,0,85620.0,0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1
543,43,10,1,1,47850.0,0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
544,55,9,1,1,19514.0,1,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1
545,50,9,2,1,27159.0,1,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
546,60,9,1,0,39548.0,0,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
547,34,9,1,0,21474.0,1,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1
548,52,9,2,0,60504.0,0,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0
549,60,10,1,0,22419.0,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
550,74,10,2,0,81698.0,1,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1
551,71,11,1,1,43462.0,0,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
552,45,10,2,0,54880.0,0,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
553,41,10,1,0,79908.0,1,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0
554,53,10,1,0,15315.0,1,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
555,64,10,1,1,87771.0,0,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1
556,45,10,1,1,33039.0,1,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
557,43,10,1,0,81741.0,0,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0
558,52,10,2,1,71499.0,1,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
559,53,9,1,1,62466.0,1,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
560,60,10,2,0,48799.0,1,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0
561,73,9,2,1,52157.0,1,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0
562,61,11,1,0,66565.0,0,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
563,72,10,2,1,29298.0,0,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0
564,44,10,1,0,47691.0,1,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
565,53,11,1,1,38200.0,1,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
566,49,11,1,1,44989.0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
567,55,9,2,1,38443.0,0,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
568,45,10,1,0,38593.0,1,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0
569,53,10,2,1,64413.0,1,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
570,42,10,2,1,36959.0,0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0
571,46,10,2,1,61996.0,1,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1
572,55,9,1,1,51287.0,1,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
573,53,10,1,1,13260.0,1,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0
574,57,10,2,1,47472.0,1,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
575,67,10,2,1,54603.0,0,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0
576,49,11,2,1,45207.0,0,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0
577,72,10,1,1,40689.0,0,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
578,56,10,1,1,47821.0,0,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
579,72,10,2,0,27450.0,0,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
580,40,9,1,1,39453.0,0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0
581,52,9,1,1,26850.0,1,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0
582,68,11,1,0,79800.0,0,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1
583,62,10,2,1,61794.0,0,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0
584,68,9,1,1,53863.0,1,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0
585,64,10,1,0,24221.0,0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0
586,39,11,2,0,39684.0,1,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1
587,48,11,2,0,92163.0,1,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1
588,58,10,2,0,69882.0,0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0
589,46,9,1,1,33178.0,1,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0
590,51,10,2,0,59973.0,1,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0
591,48,10,2,1,17459.0,1,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1
592,54,11,1,0,23910.0,0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0
593,54,10,2,1,42169.0,1,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0
594,45,10,1,1,26224.0,1,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0
595,42,11,1,1,31089.0,0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0
596,62,10,1,0,30081.0,1,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
597,63,11,1,1,62807.0,0,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
598,68,10,1,0,72906.0,0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0
599,75,11,2,1,61467.0,0,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
600,57,10,2,1,49618.0,0,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0
601,37,11,2,0,21888.0,1,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1
602,50,9,1,0,42429.0,0,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0
603,67,10,1,0,26150.0,0,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0
604,48,11,0,1,30801.0,1,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0
605,58,9,1,0,81168.0,0,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0
606,54,10,2,0,26877.0,0,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0
607,79,10,2,0,45006.0,0,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0
608,50,11,0,1,18978.0,1,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0
609,56,10,1,1,22574.0,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
610,54,11,2,0,48240.0,0,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1
611,49,10,1,1,45837.0,0,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0
612,58,10,2,0,35791.0,0,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0
613,45,10,1,0,54162.0,1,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0
614,63,11,2,1,30522.0,1,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
615,62,10,2,1,54456.0,1,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
616,52,10,1,0,31632.0,0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0
617,74,9,1,0,72298.0,0,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0
618,45,10,1,0,36975.0,0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0
619,68,10,1,0,72635.0,0,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0
620,47,10,1,1,13624.0,0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0
621,48,10,1,0,84196.0,0,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
622,63,11,1,1,70971.0,1,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1
623,46,11,2,0,34487.0,0,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0
624,46,11,1,0,28769.0,0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0
625,53,10,2,1,69084.0,1,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
626,65,9,2,0,65488.0,1,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0
627,53,9,1,1,62466.0,1,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
628,63,9,1,0,32218.0,1,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1
629,50,10,1,0,83917.0,1,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1
630,61,9,1,0,46102.0,1,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
631,71,10,1,0,84574.0,0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0
632,61,10,1,1,56181.0,1,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0
633,73,11,2,0,63120.0,0,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1
634,52,10,1,1,73691.0,0,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0
635,63,11,1,1,63381.0,0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
636,75,9,2,0,76140.0,0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0
637,64,11,2,0,62859.0,1,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0
638,59,10,1,0,45906.0,1,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0
639,76,10,2,0,77632.0,0,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1
640,52,10,2,1,46463.0,0,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
641,53,10,1,0,105471.0,1,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1
642,53,10,2,0,55282.0,1,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0
643,46,9,2,1,78710.0,1,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0
644,65,10,1,1,66886.0,1,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
645,63,9,2,0,98777.0,1,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0
646,38,11,1,1,29103.0,1,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0
647,49,11,1,1,67445.0,0,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
648,73,9,2,1,50616.0,0,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0
649,68,11,1,0,49431.0,1,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0
650,70,9,1,1,61278.0,0,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0
651,65,11,1,0,26490.0,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
652,76,10,2,1,73059.0,1,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0
653,57,10,2,0,46734.0,0,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0
654,60,11,1,1,56253.0,0,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
655,38,10,1,1,19986.0,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
656,48,10,1,0,58330.0,0,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
657,43,11,0,0,25965.0,1,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0
658,67,10,2,0,14661.0,0,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0
659,64,11,1,0,18690.0,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
660,49,10,2,1,45068.0,1,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0
661,36,10,0,0,21063.0,1,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0
662,55,10,2,1,29187.0,1,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0
663,52,10,1,1,54690.0,0,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0
664,59,10,2,1,59304.0,0,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0
665,61,10,2,0,59247.0,0,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0
666,53,11,1,0,66731.0,1,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0
667,43,10,1,1,77353.0,1,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0
668,48,11,2,0,52614.0,0,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
669,49,9,1,1,26751.0,1,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0
670,60,11,2,1,81300.0,1,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1
671,44,9,1,0,70337.0,0,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0
672,38,10,1,1,36145.0,1,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1
673,43,10,2,0,65295.0,1,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0
674,60,10,1,0,68118.0,0,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
675,56,11,1,0,68743.0,0,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0
676,41,10,1,0,41039.0,1,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0
677,68,10,1,1,38946.0,0,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0
678,56,10,1,0,65777.0,0,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0
679,47,10,2,0,66476.0,0,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0
680,51,11,2,0,86857.0,0,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1
681,34,9,2,0,77845.0,1,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0
682,54,10,2,0,69476.0,1,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0
683,63,11,2,0,50611.0,0,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1
684,53,10,1,0,61209.0,0,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0
685,65,10,2,1,42315.0,0,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0
686,71,10,0,0,13084.0,1,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0
687,74,10,2,0,47570.0,1,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1
688,62,10,2,1,61923.0,0,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0
689,28,9,1,0,34824.0,0,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0
690,74,10,2,0,26518.0,1,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1
691,62,10,1,0,45938.0,1,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0
692,63,9,1,0,78468.0,1,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0
693,50,10,1,0,78901.0,0,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0
694,45,9,1,1,71427.0,1,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0
695,45,9,1,0,71022.0,1,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0
696,35,9,2,0,90247.0,1,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1
697,55,10,2,0,41335.0,1,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
698,37,10,1,1,71952.0,0,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0
699,53,9,2,0,35682.0,1,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0
700,72,10,1,0,43185.0,0,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0
701,75,10,2,1,66375.0,0,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0
702,52,10,2,1,35178.0,1,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1
703,37,10,1,1,25252.0,1,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0
704,58,11,2,0,55250.0,1,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0
705,48,10,1,0,33249.0,1,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
706,70,10,1,0,58398.0,1,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0
707,41,10,1,1,50272.0,0,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0
708,48,11,2,0,76618.0,0,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0
709,63,11,1,0,87305.0,1,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1
710,45,10,1,1,25851.0,1,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0
711,53,10,1,0,58710.0,0,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0
712,65,9,1,0,45160.0,1,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0
713,58,11,2,1,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0
714,69,10,1,0,59111.0,0,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0
715,39,9,2,1,18988.0,1,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0
716,58,10,1,0,72190.0,0,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0
717,47,11,1,1,7500.0,1,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1
718,57,9,1,1,44794.0,0,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0
719,68,10,1,0,80395.0,0,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0
720,47,9,2,0,75012.0,1,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0
721,58,10,2,1,56962.0,0,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0
722,32,10,1,0,89891.0,1,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0
723,74,10,2,0,35946.0,1,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0
724,70,11,2,1,53593.0,0,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0
725,45,10,1,1,66373.0,0,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0
726,75,10,2,0,45072.0,0,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0
727,50,10,1,0,89694.0,1,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0
728,74,9,1,0,72025.0,1,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1
729,50,10,1,1,67432.0,0,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0
730,71,9,2,1,70545.0,1,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0
731,34,10,0,1,17487.0,1,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0
732,54,11,1,1,62882.0,1,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0
733,70,10,2,0,64108.0,1,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0
734,67,10,2,1,34941.0,1,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0
735,73,9,2,0,48767.0,0,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0
736,45,10,1,1,38702.0,0,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0
737,59,9,1,0,82224.0,0,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0
738,71,10,1,0,83844.0,0,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
739,48,10,1,1,17003.0,1,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0
740,28,9,1,0,71163.0,1,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0
741,53,10,1,0,33697.0,1,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0
742,69,9,1,0,63564.0,1,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1
743,51,10,2,0,83443.0,0,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0
744,65,10,2,1,51518.0,0,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0
745,48,10,1,0,58330.0,0,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
746,54,10,1,0,80952.0,1,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1
747,44,9,1,0,75507.0,0,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
748,45,10,1,0,63855.0,1,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0
749,51,11,2,1,62220.0,0,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1
750,59,10,1,1,58512.0,1,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0
751,44,10,2,1,40662.0,1,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0
752,64,9,2,1,38829.0,0,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0
753,42,10,1,1,35523.0,1,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0
754,56,9,1,0,79146.0,1,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0
755,35,10,2,0,78285.0,1,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0
756,45,10,2,0,31626.0,1,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1
757,71,9,1,0,75127.0,0,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
758,68,10,1,1,48726.0,0,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0
759,46,11,1,0,74985.0,1,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0
760,36,11,1,0,67430.0,1,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0
761,58,10,1,1,46891.0,0,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
762,67,10,2,1,62058.0,0,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0
763,44,10,1,1,72063.0,1,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0
764,72,10,2,0,78939.0,0,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0
765,58,10,1,0,42720.0,1,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1
766,51,10,1,1,33622.0,1,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0
767,66,11,2,1,6835.0,0,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0
768,70,10,1,1,41452.0,0,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
769,58,10,2,0,40760.0,0,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0
770,65,9,2,0,74250.0,0,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0
771,68,10,2,0,51124.0,0,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0
772,52,10,1,0,72258.0,1,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0
773,49,9,2,0,71466.0,0,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0
774,47,9,1,1,36283.0,1,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0
775,53,9,1,0,20587.0,1,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0
